Genome,vOTU ID,ClusterStatus,VCStatus,contig_length,provirus,proviral_length,gene_count,viral_genes,host_genes,checkv_quality,miuvig_quality,completeness,completeness_method,contamination,kmer_freq,warnings,clstr,clstr_size,length,clstr_rep,clstr_iden,clstr_cov,Phylum,Class,Order,Family,Genus,ICTV_Phylum,ICTV_Class,ICTV_Order,ICTV_Family,ICTV_Genus,SampleID,SampleName,Cyanobacterial Order,Cyanobacterial Family,Cyanobacterial Genus,Cyanobacterial Speices,Strain,BioProject,SRA Accession No.,JGI IMGD No.,Reported Habitat,Habitat,Substrate,Location
TC44_NODE_11_length_806169_cov_2.790758_fragment_4,vOTU556,Clustered,783_0,37037,No,NA,51,11,1,Medium-quality,Genome-fragment,53.99,HMM-based (lower-bound),0,1,NA,186,1,37037,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC44,Tildeniella nuda ZEHNDER 1965/U140,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella nuda,ZEHNDER 1965/U140,PRJNA621657,SRR11676687,3300035002,Temperate wet wall,Temperate,rock wall,"Zurich, Switzerland"
TC9_NODE_7_length_1394600_cov_14.790398_fragment_15,vOTU703,Unclustered,Unclustered,16659,No,NA,8,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,411,1,16659,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC9_NODE_7_length_1394600_cov_14.790398_fragment_31,vOTU704,Unclustered,Unclustered,6915,No,NA,9,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,654,1,6915,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC9_NODE_7_length_1394600_cov_14.790398_fragment_1,vOTU701,Unclustered,Unclustered,14341,No,NA,11,2,1,Low-quality,Genome-fragment,17.86,HMM-based (lower-bound),0,1,NA,462,1,14341,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC9_NODE_7_length_1394600_cov_14.790398_fragment_14,vOTU702,Unclustered,Unclustered,48976,Yes,35450,46,5,8,Medium-quality,Genome-fragment,54.42,HMM-based (lower-bound),27.62,1,low-confidence Provirus,202,1,35450,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC29_NODE_236_length_94821_cov_12.473346_fragment_1,vOTU371,Unclustered,Unclustered,46617,Yes,44669,71,21,2,Medium-quality,Genome-fragment,59,HMM-based (lower-bound),4.18,1,NA,93,1,44669,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC29,Nostoc desertorum CM1-VF14,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,CM1-VF14,PRJNA617101,SRR12349250,3300036444,Desert soil,Desert,soil,"California, USA"
TC5_NODE_221_length_20238_cov_1.942121,vOTU625,Clustered,1451_0,20238,Yes,15298,25,5,2,Low-quality,Genome-fragment,20,HMM-based (lower-bound),24.41,1,NA,442,1,15298,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC5,Aphanothece sp. CMT-3BRIN-NPC111,Chroococcales,Aphanothecaceae,Aphanothece,Aphanothece sp.,CMT-3BRIN-NPC111,PRJNA617094,SRR12347633,3300036407,Desert soil,Desert,soil,"California, USA"
TC14_NODE_461_length_22082_cov_1.191710,vOTU92,Clustered,783_0,22082,No,NA,29,13,0,Low-quality,Genome-fragment,32.94,HMM-based (lower-bound),0,1,NA,314,1,22082,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC14,Drouetiella hepatica UHER 2000/2452,Pseudanabaenales,Oculatellaceae,Drouetiella,Drouetiella hepatica,UHER 2000/2452,PRJNA617097,SRR12347860,3300036391,Rock surface,Rock,rock wall,"Kosice, Slovakia"
TC21_NODE_1286_length_6344_cov_3.375744,vOTU233,Unclustered,Unclustered,6344,No,NA,6,0,1,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,670,1,6344,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC32_NODE_218_length_71311_cov_12.605136_fragment_1,vOTU423,Clustered,1450_0,9677,No,NA,9,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,587,1,9677,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC32,Oscillatoria tanganyikae FI6-MK23,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria tanganyikae,FI6-MK23,PRJNA621665,SRR11678132,3300035010,Desert soil,Desert,soil,"California, USA"
TC32_NODE_218_length_71311_cov_12.605136_fragment_3,vOTU424,Unclustered,Unclustered,12609,No,NA,12,2,1,Low-quality,Genome-fragment,9.6,HMM-based (lower-bound),0,1,NA,504,1,12609,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC32,Oscillatoria tanganyikae FI6-MK23,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria tanganyikae,FI6-MK23,PRJNA621665,SRR11678132,3300035010,Desert soil,Desert,soil,"California, USA"
TC16_NODE_7_length_485387_cov_18.967422_fragment_1,vOTU130,Clustered,1463_0,15532,No,NA,28,4,0,Low-quality,Genome-fragment,19.54,HMM-based (lower-bound),0,1,NA,433,1,15532,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC16,Goleter apudmare HA4340-LM2,Nostocales,Nostocaceae,Goleter,Goleter apudmare,HA4340-LM2,PRJNA621659,SRR11676930,3300035004,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC25_k99_10547_fragment_1,vOTU376,Unclustered,Unclustered,50881,Yes,45674,70,15,3,Medium-quality,Genome-fragment,70.64,HMM-based (lower-bound),10.23,1,NA,82,2,45674,0,100.00%,99%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC25_k99_8030,vOTU719,Clustered,930_0,23245,No,NA,29,13,0,Low-quality,Genome-fragment,29.89,HMM-based (lower-bound),0,1,NA,302,1,23245,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC21_NODE_18_length_396771_cov_6.479846_fragment_5,vOTU239,Unclustered,Unclustered,43910,No,NA,56,17,2,Medium-quality,Genome-fragment,56.73,HMM-based (lower-bound),0,1,NA,102,1,43910,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC28_NODE_390_length_9361_cov_0.890838,vOTU351,Clustered,25_0,9361,No,NA,14,10,0,Low-quality,Genome-fragment,15.64,HMM-based (lower-bound),0,1,NA,594,1,9361,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC28,Nodosilinea sp. WJT8-NPBG4,Pseudanabaenales,Prochlorotrichaceae,Nodosilinea,Nodosilinea sp.,WJT8-NPBG4,PRJNA621656,SRR11676645,3300035001,Desert soil,Desert,soil,"California, USA"
TC48_NODE_10_length_688333_cov_2.601362_fragment_10,vOTU606,Unclustered,Unclustered,14414,Yes,5782,19,4,3,Low-quality,Genome-fragment,5.01,HMM-based (lower-bound),59.89,1,NA,686,1,5782,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC48,Tolypothrix carrinoi HA7290-LM1,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix carrinoi,HA7290-LM1,PRJNA621663,SRR11678124,3300035008,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC29_NODE_1152_length_7001_cov_17.752546,vOTU550,Unclustered,Unclustered,7001,No,NA,8,1,0,Low-quality,Genome-fragment,6.56,HMM-based (lower-bound),0,1,low-confidence ITR,651,3,7001,0,100.00%,99%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC29,Nostoc desertorum CM1-VF14,Nostocales,Nostocaceae,Nostoc,Nostoc desertorum,CM1-VF14,PRJNA617101,SRR12349250,3300036444,Desert soil,Desert,soil,"California, USA"
TC8_NODE_37_length_248517_cov_8.354849_fragment_1,vOTU673,Clustered,132_0,57179,Yes,38922,77,18,12,Medium-quality,Genome-fragment,66.72,HMM-based (lower-bound),31.93,1,NA,160,1,38922,1,100,100%,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC8,Calothrix sp. FI2-JRJ7,Nostocales,Calotrichaceae,Calothrix,Calothrix sp.,FI2-JRJ7,PRJNA617096,SRR12347730,3300036390,Desert soil,Desert,soil,"California, USA"
TC6_NODE_106_length_77444_cov_186.352975,vOTU638,Clustered,1447_0,77444,Yes,72776,76,7,6,Complete,High-quality,100,DTR (high-confidence),6.03,1.02,NA,15,1,72776,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC6,Brasilonema angustatum HA4187-MV1,Nostocales,Scytonemataceae,Brasilonema,Brasilonema angustatum,CMT-3BRIN-NPC111,PRJNA617095,SRR12347719,3300036389,Tropical soil,Tropics,soil,"Hawaii, USA"
TC2_NODE_207_length_109300_cov_1.932841_fragment_1,vOTU191,Unclustered,Unclustered,12480,No,NA,21,1,3,Low-quality,Genome-fragment,10.17,HMM-based (lower-bound),0,1,NA,511,1,12480,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC2,Aphanocapsa lilacina HA4352-LM1,Synechococcales,Merismopediaceae,Aphanocapsa,Aphanocapsa lilacina,HA4352-LM1,PRJNA677053,SRR13206895,3300039303,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC2_NODE_207_length_109300_cov_1.932841_fragment_2,vOTU192,Unclustered,Unclustered,28684,No,NA,34,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,258,1,28684,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC2,Aphanocapsa lilacina HA4352-LM1,Synechococcales,Merismopediaceae,Aphanocapsa,Aphanocapsa lilacina,HA4352-LM1,PRJNA677053,SRR13206895,3300039303,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC42_NODE_33_length_406797_cov_2.329609_fragment_1,vOTU530,Unclustered,Unclustered,12197,No,NA,16,11,0,Low-quality,Genome-fragment,24.12,HMM-based (lower-bound),0,1,NA,522,1,12197,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC42,Stenomitos rutilans HA7619-LM2,Pseudanabaenales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,HA7619-LM2,PRJNA617107,SRR12350322,3300036446,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC16_NODE_101_length_52188_cov_20.015117_fragment_1,vOTU114,Clustered,1415_0,31644,Yes,17302,33,12,7,Low-quality,Genome-fragment,22.94,HMM-based (lower-bound),45.32,1,NA,390,1,17302,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC16,Goleter apudmare HA4340-LM2,Nostocales,Nostocaceae,Goleter,Goleter apudmare,HA4340-LM2,PRJNA621659,SRR11676930,3300035004,Cave rock wall,Cave,rock wall,"Hawaii, USA"
TC25_k99_10258_fragment_29,vOTU323,Unclustered,Unclustered,20867,No,NA,23,0,3,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,334,1,20867,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC25_k99_10258_fragment_22,vOTU718,Clustered,1479_0,44581,No,NA,74,16,0,Medium-quality,Genome-fragment,55.84,HMM-based (lower-bound),0,1,NA,95,1,44581,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC25_k99_10258_fragment_21,vOTU389,Unclustered,Unclustered,30164,No,NA,52,7,1,Low-quality,Genome-fragment,24.14,HMM-based (lower-bound),0,1,NA,244,2,30164,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC25_k99_10258_fragment_1,vOTU322,Unclustered,Unclustered,13463,No,NA,14,1,1,Low-quality,Genome-fragment,6.6,HMM-based (lower-bound),0,1,NA,478,1,13463,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC21_NODE_229_length_45088_cov_6.685527,vOTU244,Unclustered,Unclustered,45088,Yes,41992,58,19,2,Medium-quality,Genome-fragment,55.88,HMM-based (lower-bound),6.87,1,NA,120,1,41992,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC32_NODE_43_length_498111_cov_10.817655_fragment_3,vOTU430,Clustered,1435_0,52440,Yes,44824,73,17,3,Medium-quality,Genome-fragment,65.93,HMM-based (lower-bound),14.52,1,NA,91,1,44824,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC32,Oscillatoria tanganyikae FI6-MK23,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria tanganyikae,FI6-MK23,PRJNA621665,SRR11678132,3300035010,Desert soil,Desert,soil,"California, USA"
TC44_NODE_12_length_802540_cov_6.386569_fragment_4,vOTU559,Clustered,1434_0,21897,Yes,14423,21,8,4,Low-quality,Genome-fragment,27.87,HMM-based (lower-bound),34.13,1,NA,456,1,14423,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC44,Tildeniella nuda ZEHNDER 1965/U140,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella nuda,ZEHNDER 1965/U140,PRJNA621657,SRR11676687,3300035002,Temperate wet wall,Temperate,rock wall,"Zurich, Switzerland"
TC44_NODE_12_length_802540_cov_6.386569_fragment_1,vOTU558,Unclustered,Unclustered,8303,No,NA,8,0,5,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,618,1,8303,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC44,Tildeniella nuda ZEHNDER 1965/U140,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella nuda,ZEHNDER 1965/U140,PRJNA621657,SRR11676687,3300035002,Temperate wet wall,Temperate,rock wall,"Zurich, Switzerland"
TC44_NODE_12_length_802540_cov_6.386569_fragment_6,vOTU560,Unclustered,Unclustered,17480,No,NA,16,0,4,Not-determined,Genome-fragment,NA,NA,0,1,no viral genes detected,386,1,17480,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC44,Tildeniella nuda ZEHNDER 1965/U140,Pseudanabaenales,Oculatellaceae,Tildeniella,Tildeniella nuda,ZEHNDER 1965/U140,PRJNA621657,SRR11676687,3300035002,Temperate wet wall,Temperate,rock wall,"Zurich, Switzerland"
TC5_NODE_271_length_12972_cov_2.150564,vOTU627,Clustered,1460_0,12972,No,NA,19,4,1,Low-quality,Genome-fragment,15.94,HMM-based (lower-bound),0,1,NA,495,1,12972,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC5,Aphanothece sp. CMT-3BRIN-NPC111,Chroococcales,Aphanothecaceae,Aphanothece,Aphanothece sp.,CMT-3BRIN-NPC111,PRJNA617094,SRR12347633,3300036407,Desert soil,Desert,soil,"California, USA"
TC24_NODE_1253_length_5145_cov_1.083499,vOTU307,Unclustered,Unclustered,5145,No,NA,6,3,0,Low-quality,Genome-fragment,8.87,HMM-based (lower-bound),0,1,NA,707,1,5145,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC24,Microcoleus vaginatus WJT46-NPBG5,Oscillatoriales,Microcoleus,Microcoleus,Microcoleus vaginatus,WJT46-NPBG5,PRJNA677056,SRR13207170,3300039305,Desert soil,Desert,soil,"California, USA"
TC9_NODE_317_length_47598_cov_3.657791,vOTU726,Unclustered,Unclustered,47598,Yes,41097,62,24,4,High-quality,High-quality,90.86,HMM-based (lower-bound),13.66,1,NA,129,1,41097,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC9,Chroococcus sp. CMT-3BRIN-NPC107,Chroococcales,Chroococcaceae,Chroococcus,Chroococcus sp.,CMT-3BRIN-NPC107,PRJNA653492,SRR12688413,3300037833,Desert soil,Desert,soil,"California, USA"
TC22_k99_3417,vOTU53,Clustered,193_0,12661,No,NA,15,3,0,Low-quality,Genome-fragment,20.03,HMM-based (lower-bound),0,1,NA,297,2,12661,0,99.99%,53%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC22,Komarekiella atlantica HA4396-MV6,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,HA4396-MV6,PRJNA650825,SRR12951531,3300038556,Tropical vernal pool,Tropics,water,"Hawaii, USA"
TC25_k99_2613_fragment_1,vOTU381,Unclustered,Unclustered,44707,No,NA,66,19,2,Medium-quality,Genome-fragment,57.09,HMM-based (lower-bound),0,1,NA,92,2,44707,0,100.00%,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC25,Mojavia pulchra JT2-VF2,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,JT2-VF2,PRJNA650826,SRR12951532,3300038557,Desert soil,Desert,soil,"California, USA"
TC41_NODE_7_length_338930_cov_6.437213_fragment_2,vOTU520,Unclustered,Unclustered,24380,Yes,18568,30,10,5,Low-quality,Genome-fragment,25,HMM-based (lower-bound),23.84,1,NA,364,1,18568,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC41,Spirirestis rafaelensis WJT71-NPBG6,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis rafaelensis,WJT71-NPBG6,PRJNA683097,SRR13242887,3300042538,Desert soil,Desert,soil,"California, USA"
TC36_NODE_1406_length_6212_cov_1.443878,vOTU455,Unclustered,Unclustered,6212,No,NA,10,4,0,Low-quality,Genome-fragment,9.08,HMM-based (lower-bound),0,1,NA,677,1,6212,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC36,Pleurocapsa minor GSE-CHR-MK-17-07R,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor,GSE-CHR-MK-17-07R,PRJNA677054,SRR13207074,3300039304,Desert wet wall,Desert,rock wall,"Utah, USA"
TC21_NODE_202_length_53415_cov_6.288489,vOTU242,Unclustered,Unclustered,53415,No,NA,74,22,1,Medium-quality,Genome-fragment,86.35,HMM-based (lower-bound),0,1,NA,46,1,53415,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC21,Kastovskya adunca ATA6-11-RM4,Oscillatoriales,Coleofasciculaceae,Kastovskya,Kastovskya adunca,ATA6-11-RM4,PRJNA621676,SRR11678224,3300034631,Desert soil,Desert,soil,"Atacama, Chile"
TC31_NODE_808_length_9471_cov_0.913527,vOTU420,Clustered,1419_0,9471,No,NA,12,4,1,Low-quality,Genome-fragment,9.61,HMM-based (lower-bound),0,1,NA,590,1,9471,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC31,Oscillatoria princeps RMCB-10,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria princeps,RMCB-10,PRJNA621670,SRR11678154,3300035015,Surface water,Aquatic,water,"Lower Austria, Austria"
TC30_NODE_47_length_154128_cov_1.918189_fragment_2,vOTU401,Clustered,714_0,43491,Yes,39327,47,14,9,Medium-quality,Genome-fragment,69.18,HMM-based (lower-bound),9.57,1,NA,154,1,39327,1,100,100%,Mixed,Mixed,Mixed,Mixed,Unclassified,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC30,Nostoc indistinguendum CM1-VF10,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,CM1-VF10,PRJNA621666,SRR11678133,3300035011,Desert soil,Desert,soil,"California, USA"
TC30_NODE_47_length_154128_cov_1.918189_fragment_1,vOTU400,Clustered,1472_0,20597,No,NA,31,3,4,Low-quality,Genome-fragment,28.42,HMM-based (lower-bound),0,1,NA,339,1,20597,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC30,Nostoc indistinguendum CM1-VF10,Nostocales,Nostocaceae,Nostoc,Nostoc indistinguendum,CM1-VF10,PRJNA621666,SRR11678133,3300035011,Desert soil,Desert,soil,"California, USA"
TC22_k99_6478,vOTU289,Clustered,1419_0,7120,Yes,5341,7,4,1,Low-quality,Genome-fragment,5.42,HMM-based (lower-bound),24.99,1,NA,698,1,5341,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC22,Komarekiella atlantica HA4396-MV6,Nostocales,Nostocaceae,Komarekiella,Komarekiella atlantica,HA4396-MV6,PRJNA650825,SRR12951531,3300038556,Tropical vernal pool,Tropics,water,"Hawaii, USA"
TC5_NODE_281_length_11537_cov_1.264505,vOTU628,Clustered,1460_0,11537,No,NA,15,3,0,Low-quality,Genome-fragment,12.22,HMM-based (lower-bound),0,1.01,low-confidence DTR,535,1,11537,1,100,100%,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,TC5,Aphanothece sp. CMT-3BRIN-NPC111,Chroococcales,Aphanothecaceae,Aphanothece,Aphanothece sp.,CMT-3BRIN-NPC111,PRJNA617094,SRR12347633,3300036407,Desert soil,Desert,soil,"California, USA"
